Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/archiving,=,0.61940736,http://vocabularies.unesco.org/thesaurus/concept2737,[],[],"[""skos:Concept""]",false,false positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/patternRecognition,=,0.8909999999999999,http://vocabularies.unesco.org/thesaurus/concept3054,[],[],"[""skos:Concept""]",true,true positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/contentAnalysis,=,0.7524,http://vocabularies.unesco.org/thesaurus/concept3321,[],[],"[""skos:Concept""]",false,false positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/translating,=,0.6866834285714285,http://vocabularies.unesco.org/thesaurus/concept8357,[],[],"[""skos:Concept""]",false,false positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/transformation,=,0.6131011764705883,http://vocabularies.unesco.org/thesaurus/concept1151,[],[],"[""skos:Concept""]",false,false positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/encoding,=,0.8909999999999999,http://vocabularies.unesco.org/thesaurus/concept5530,[],[],"[""skos:Concept""]",true,true positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/capturing,=,0.688439652173913,http://vocabularies.unesco.org/thesaurus/concept511,[],[],"[""skos:Concept""]",false,false positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/publishing,=,0.8909999999999999,http://vocabularies.unesco.org/thesaurus/concept3810,[],[],"[""skos:Concept""]",true,true positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/informationMining,=,0.6366587586206897,http://vocabularies.unesco.org/thesaurus/concept452,[],[],"[""skos:Concept""]",false,false positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/informationRetrieval,=,0.8909999999999999,http://vocabularies.unesco.org/thesaurus/concept514,[],[],"[""skos:Concept""]",true,true positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/recording,=,0.8806769051247705,http://vocabularies.unesco.org/thesaurus/concept505,[],[],"[""skos:Concept""]",true,true positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/writing,=,0.8932788682588236,http://vocabularies.unesco.org/thesaurus/concept5829,[],[],"[""skos:Concept""]",true,true positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/disseminating,=,0.0,http://vocabularies.unesco.org/thesaurus/concept512,[],[],"[""skos:Concept""]",true,false negative
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/audioRecording,=,0.0,http://vocabularies.unesco.org/thesaurus/concept9812,[],[],"[""skos:Concept""]",true,false negative
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/communicating,=,0.8098999999999998,http://vocabularies.unesco.org/thesaurus/concept460,[],[],"[""skos:Concept""]",false,false positive
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/videoCapture,=,0.0,http://vocabularies.unesco.org/thesaurus/concept3354,[],[],"[""skos:Concept""]",true,false negative
dh,tadirah-unesco,matcha.tar.gz,[],[],"[""owl:NamedIndividual"",""skos:Concept""]",https://vocabs.dariah.eu/tadirah/drawing,=,0.7147008,http://vocabularies.unesco.org/thesaurus/concept4716,[],[],"[""skos:Concept""]",true,true positive
